location,time,longitude,latitude,pressure_dbar,temperature,salinity_permil,conductivity_mS_cm,EC_uS_cm,density_kg_m3,sigmaT,chl.flu_ppb,chl.a_ppb,turbidity_FTU,DO_perc,DO_mg_L,DO_umol_L,battery_V,depth
sP01,2024/07/29 10:50,113.91858,22.205209,0,27.734,27.329,44.86,42314.938,1016.723,16.723,2.58,2.58,1.23,97.19,6.545,204.558,8.14,0
sP01,2024/07/29 10:50,113.91858,22.205209,0.1,27.736,27.338,44.875,42327.091,1016.729,16.728,2.5,2.5,1.32,96.69,6.511,203.485,8.14,0.099375688
sP01,2024/07/29 10:50,113.91858,22.205209,0.2,27.739,27.342,44.883,42332.06,1016.731,16.73,2.65,2.65,1.28,96.59,6.504,203.275,8.1,0.198751328
sP01,2024/07/29 10:50,113.91858,22.205209,0.3,27.739,27.339,44.879,42327.968,1016.729,16.728,3.32,3.32,1.48,96.68,6.51,203.46,8.1,0.29812692
sP01,2024/07/29 10:50,113.91858,22.205209,0.4,27.739,27.339,44.878,42327.631,1016.73,16.728,2.97,2.97,1.41,96.64,6.507,203.36,8.1,0.397502464
sP01,2024/07/29 10:50,113.91858,22.205209,0.5,27.739,27.341,44.881,42330.421,1016.732,16.73,3.22,3.22,1.17,96.71,6.512,203.519,8.08,0.496877959
sP01,2024/07/29 10:50,113.91858,22.205209,0.6,27.741,27.344,44.888,42335.294,1016.734,16.732,2.97,2.97,1.16,96.6,6.504,203.274,8.06,0.596253407
sP01,2024/07/29 10:50,113.91858,22.205209,0.7,27.741,27.351,44.899,42345.365,1016.74,16.737,3.01,3.01,1.22,96.46,6.494,202.963,8.07,0.695628805
sP01,2024/07/29 10:50,113.91858,22.205209,0.8,27.74,27.351,44.898,42345.362,1016.741,16.737,3.17,3.17,1.41,96.65,6.507,203.361,8.06,0.795004156
sP01,2024/07/29 10:50,113.91858,22.205209,0.9,27.742,27.358,44.91,42355,1016.746,16.742,3.58,3.58,1.23,96.75,6.514,203.568,8.06,0.894379459
sP01,2024/07/29 10:50,113.91858,22.205209,1,27.749,27.355,44.911,42349.92,1016.742,16.737,3.38,3.38,1.28,96.66,6.507,203.367,8.06,0.993754713
sP01,2024/07/29 10:50,113.91858,22.205209,1.1,27.733,27.439,45.021,42467.65,1016.81,16.805,3.54,3.54,1.42,96.77,6.514,203.585,8.05,1.093129919
sP01,2024/07/29 10:50,113.91858,22.205209,1.2,27.7,27.473,45.043,42517.56,1016.846,16.841,3.83,3.83,2.12,95.65,6.441,201.307,8.04,1.192505077
sP01,2024/07/29 10:50,113.91858,22.205209,1.3,27.718,27.444,45.015,42475.401,1016.819,16.813,4.07,4.07,1.5,95.03,6.398,199.95,8.05,1.291880187
sP01,2024/07/29 10:50,113.91858,22.205209,1.4,27.696,27.461,45.023,42501.763,1016.84,16.834,3.78,3.78,1.63,95,6.397,199.93,8.06,1.391255248
sP01,2024/07/29 10:50,113.91858,22.205209,1.5,27.686,27.481,45.043,42529.489,1016.858,16.851,3.86,3.86,1.54,94.62,6.372,199.125,8.04,1.490630262
sP01,2024/07/29 10:50,113.91858,22.205209,1.6,27.738,27.44,45.028,42468.972,1016.811,16.804,4.25,4.25,1.37,95.46,6.425,200.797,8.06,1.590005227
sP01,2024/07/29 10:50,113.91858,22.205209,1.7,27.731,27.446,45.03,42477.65,1016.818,16.811,3.99,3.99,1.51,95.8,6.448,201.504,8.05,1.689380143
sP01,2024/07/29 10:50,113.91858,22.205209,1.8,27.718,27.466,45.049,42506.695,1016.838,16.83,4.05,4.05,1.97,95.86,6.454,201.7,8.05,1.788755012
sP01,2024/07/29 10:50,113.91858,22.205209,1.9,27.686,27.474,45.032,42520.101,1016.855,16.846,3.81,3.81,1.71,95.16,6.409,200.293,8.06,1.888129832
sP01,2024/07/29 10:50,113.91858,22.205209,2,27.69,27.477,45.041,42524.246,1016.856,16.847,3.71,3.71,1.47,94.37,6.354,198.589,8.05,1.987504605
sP01,2024/07/29 10:50,113.91858,22.205209,2.1,27.702,27.48,45.055,42526.995,1016.855,16.846,3.37,3.37,1.44,94.37,6.354,198.565,8.05,2.086879329
sP01,2024/07/29 10:50,113.91858,22.205209,2.2,27.704,27.479,45.055,42525.193,1016.853,16.844,3.31,3.31,1.39,94.61,6.369,199.057,8.06,2.186254004
sP01,2024/07/29 10:50,113.91858,22.205209,2.3,27.699,27.481,45.054,42528.793,1016.857,16.847,3.92,3.92,1.5,95.18,6.408,200.265,8.05,2.285628632
sP01,2024/07/29 10:50,113.91858,22.205209,2.4,27.69,27.482,45.047,42530.449,1016.861,16.851,4.62,4.62,2.75,94.49,6.363,198.846,8.05,2.385003211
sP01,2024/07/29 10:50,113.91858,22.205209,2.5,27.694,27.48,45.048,42528.123,1016.859,16.848,3.36,3.36,1.74,94.53,6.365,198.919,8.04,2.484377742
sP01,2024/07/29 10:50,113.91858,22.205209,2.6,27.692,27.478,45.044,42525.907,1016.859,16.848,3.7,3.7,1.71,94.52,6.365,198.917,8.05,2.583752225
sP01,2024/07/29 10:50,113.91858,22.205209,2.7,27.69,27.486,45.053,42536.136,1016.865,16.854,3.74,3.74,2.88,94.46,6.361,198.778,8.06,2.68312666
sP01,2024/07/29 10:50,113.91858,22.205209,2.8,27.694,27.477,45.045,42524.362,1016.858,16.846,3.86,3.86,1.62,94.55,6.366,198.96,8.06,2.782501046
sP01,2024/07/29 10:50,113.91858,22.205209,2.9,27.694,27.477,45.043,42523.465,1016.858,16.846,3.58,3.58,1.84,94.41,6.357,198.667,8.06,2.881875385
sP01,2024/07/29 10:50,113.91858,22.205209,3,27.701,27.467,45.036,42510.031,1016.85,16.837,4.18,4.18,1.72,94.63,6.372,199.127,8.06,2.981249675
sP01,2024/07/29 10:50,113.91858,22.205209,3.1,27.7,27.476,45.048,42521.98,1016.857,16.843,3.48,3.48,1.99,94.65,6.372,199.146,8.06,3.080623916
sP01,2024/07/29 10:50,113.91858,22.205209,3.2,27.701,27.475,45.047,42520.303,1016.856,16.842,3.14,3.14,1.83,94.69,6.375,199.219,8.05,3.17999811
sP01,2024/07/29 10:50,113.91858,22.205209,3.3,27.705,27.472,45.047,42516.354,1016.853,16.839,3.7,3.7,1.72,94.6,6.369,199.029,8.06,3.279372255
sP01,2024/07/29 10:50,113.91858,22.205209,3.4,27.717,27.466,45.049,42507.505,1016.845,16.831,3.03,3.03,1.54,95.34,6.418,200.567,8.05,3.378746353
sP01,2024/07/29 10:50,113.91858,22.205209,3.5,27.702,27.471,45.042,42514.939,1016.854,16.839,3.42,3.42,1.99,95.3,6.418,200.56,8.04,3.478120402
sP01,2024/07/29 10:50,113.91858,22.205209,3.6,27.688,27.467,45.025,42511.094,1016.856,16.841,3.44,3.44,1.57,94.94,6.393,199.786,8.06,3.577494402
sP01,2024/07/29 10:50,113.91858,22.205209,3.7,27.691,27.479,45.045,42527.085,1016.864,16.848,3.72,3.72,2.63,94.8,6.383,199.477,8.05,3.676868355
sP01,2024/07/29 10:50,113.91858,22.205209,3.8,27.651,27.498,45.039,42556.602,1016.892,16.875,3.63,3.63,2.81,94.61,6.376,199.251,8.05,3.776242259
sP01,2024/07/29 10:50,113.91858,22.205209,3.9,27.615,27.449,44.936,42491.108,1016.867,16.85,3.62,3.62,1.66,93.43,6.3,196.894,8.05,3.875616115
sP01,2024/07/29 10:50,113.91858,22.205209,4,27.616,27.441,44.925,42480.6,1016.861,16.844,3.45,3.45,1.68,92.99,6.271,195.969,8.04,3.974989923
sP01,2024/07/29 10:50,113.91858,22.205209,4.1,27.62,27.437,44.923,42474.74,1016.857,16.84,3.96,3.96,1.8,92.47,6.236,194.886,8.05,4.074363683
sP01,2024/07/29 10:50,113.91858,22.205209,4.2,27.612,27.448,44.933,42490.776,1016.868,16.85,3.59,3.59,2.05,92.35,6.228,194.631,8.05,4.173737394
sP01,2024/07/29 10:50,113.91858,22.205209,4.3,27.615,27.446,44.932,42487.389,1016.866,16.848,3,3,2.36,92.25,6.221,194.406,8.05,4.273111058
sP01,2024/07/29 10:50,113.91858,22.205209,4.4,27.613,27.445,44.929,42486.562,1016.867,16.848,3.42,3.42,2.06,91.52,6.172,192.902,8.05,4.372484673
sP01,2024/07/29 10:50,113.91858,22.205209,4.5,27.615,27.443,44.927,42483.135,1016.865,16.845,3.12,3.12,1.84,91.5,6.17,192.831,8.06,4.47185824
sP01,2024/07/29 10:50,113.91858,22.205209,4.6,27.614,27.444,44.928,42484.697,1016.866,16.846,2.99,2.99,1.8,91.42,6.165,192.671,8.04,4.571231758
sP01,2024/07/29 10:50,113.91858,22.205209,4.7,27.625,27.497,45.016,42558.082,1016.903,16.883,3.21,3.21,1.88,91.57,6.173,192.904,8.05,4.670605229
sP01,2024/07/29 10:50,113.91858,22.205209,4.8,27.532,27.66,45.176,42791.462,1017.055,17.034,3.47,3.47,2.2,91.65,6.177,193.057,8.06,4.769978651
sP01,2024/07/29 10:50,113.91858,22.205209,4.9,27.425,27.866,45.383,43084.371,1017.243,17.222,2.65,2.65,2.64,91.36,6.162,192.58,8.08,4.869352025
sP01,2024/07/29 10:50,113.91858,22.205209,5,27.285,28.187,45.729,43540.204,1017.528,17.507,2.48,2.48,3.04,82.02,5.537,173.052,8.05,4.968725351
sP01,2024/07/29 10:50,113.91858,22.205209,5.1,27.22,28.308,45.849,43713.248,1017.64,17.618,3.33,3.33,3.3,79.97,5.408,169.002,8.05,5.068098628
sP01,2024/07/29 10:50,113.91858,22.205209,5.2,27.106,28.538,46.081,44040.753,1017.849,17.826,2.72,2.72,3.7,73.31,4.954,154.815,8.05,5.167471858
sP01,2024/07/29 10:50,113.91858,22.205209,5.3,27.077,28.573,46.106,44091.629,1017.884,17.862,2.57,2.57,4.55,72.67,4.913,153.545,8.06,5.266845039
sP01,2024/07/29 10:50,113.91858,22.205209,5.4,26.988,28.788,46.337,44396.124,1018.074,18.051,2.12,2.12,4.99,71.39,4.828,150.883,8.06,5.366218172
sP01,2024/07/29 10:50,113.91858,22.205209,5.5,26.923,28.914,46.461,44575.88,1018.189,18.166,2.54,2.54,4.61,66.6,4.506,140.81,8.06,5.465591256
sP01,2024/07/29 10:50,113.91858,22.205209,5.6,26.868,29.029,46.578,44739.27,1018.293,18.269,2.31,2.31,4.98,64.94,4.395,137.34,8.06,5.564964293
sP01,2024/07/29 10:50,113.91858,22.205209,5.7,26.852,29.087,46.646,44819.898,1018.342,18.317,2.28,2.28,5.72,61.07,4.133,129.159,8.06,5.664337281
sP01,2024/07/29 10:50,113.91858,22.205209,5.8,26.757,29.272,46.826,45083.684,1018.511,18.486,2.51,2.51,4.77,59.65,4.039,126.225,8.08,5.763710221
sP02,2024/07/29 11:15,113.85042,22.193664,0,27.841,0.031,0.054,50.711,996.304,-3.696,3.7,3.7,612,96.72,7.407,231.47,8.15,0
sP02,2024/07/29 11:15,113.85042,22.193664,0.1,27.446,27.62,45.041,42740.949,1017.032,17.031,2.39,2.39,2.2,96.63,6.526,203.962,8.05,0.099375688
sP02,2024/07/29 11:15,113.85042,22.193664,0.2,27.477,27.576,45.003,42677.514,1016.99,16.989,2.36,2.36,1.88,93.66,6.325,197.667,8.04,0.198751328
sP02,2024/07/29 11:15,113.85042,22.193664,0.3,27.447,27.596,45.007,42707.314,1017.014,17.013,2.35,2.35,1.87,88.83,6.002,187.567,8.05,0.29812692
sP02,2024/07/29 11:15,113.85042,22.193664,0.4,27.42,27.621,45.019,42743.796,1017.042,17.04,1.99,1.99,2.02,88.15,5.956,186.152,8.04,0.397502464
sP02,2024/07/29 11:15,113.85042,22.193664,0.5,27.445,27.576,44.976,42679.777,1017.001,16.999,2.46,2.46,1.84,86.64,5.854,182.96,8.04,0.496877959
sP02,2024/07/29 11:15,113.85042,22.193664,0.6,27.451,27.577,44.982,42680.001,1017,16.997,2.56,2.56,2.02,87.63,5.921,185.033,8.05,0.596253407
sP02,2024/07/29 11:15,113.85042,22.193664,0.7,27.459,27.565,44.972,42663.68,1016.989,16.986,2.37,2.37,1.78,87.86,5.936,185.514,8.04,0.695628805
sP02,2024/07/29 11:15,113.85042,22.193664,0.8,27.454,27.573,44.978,42674.894,1016.997,16.994,2.44,2.44,1.81,87.68,5.924,185.141,8.06,0.795004156
sP02,2024/07/29 11:15,113.85042,22.193664,0.9,27.454,27.572,44.976,42672.735,1016.996,16.992,2.58,2.58,2,87.89,5.938,185.576,8.05,0.894379459
sP02,2024/07/29 11:15,113.85042,22.193664,1,27.457,27.57,44.976,42670.049,1016.994,16.99,2.4,2.4,1.96,87.67,5.923,185.109,8.06,0.993754713
sP02,2024/07/29 11:15,113.85042,22.193664,1.1,27.435,27.598,45,42711.38,1017.023,17.018,2.44,2.44,2.32,87.72,5.928,185.27,8.06,1.093129919
sP02,2024/07/29 11:15,113.85042,22.193664,1.2,27.403,27.636,45.028,42766.847,1017.062,17.057,2.2,2.2,2.09,87.24,5.897,184.308,8.05,1.192505077
sP02,2024/07/29 11:15,113.85042,22.193664,1.3,27.383,27.662,45.047,42803.189,1017.088,17.082,2.33,2.33,2.06,86.9,5.875,183.612,8.05,1.291880187
sP02,2024/07/29 11:15,113.85042,22.193664,1.4,27.376,27.669,45.052,42814.507,1017.096,17.09,2.4,2.4,2.35,86.01,5.816,181.773,8.04,1.391255248
sP02,2024/07/29 11:15,113.85042,22.193664,1.5,27.353,27.7,45.078,42859.403,1017.127,17.121,2.29,2.29,2.05,85.44,5.779,180.62,8.06,1.490630262
sP02,2024/07/29 11:15,113.85042,22.193664,1.6,27.325,27.747,45.122,42926.015,1017.171,17.164,2.37,2.37,2.03,85.15,5.76,180.02,8.06,1.590005227
sP02,2024/07/29 11:15,113.85042,22.193664,1.7,27.362,27.684,45.062,42835.723,1017.112,17.105,2.01,2.01,2.06,85.12,5.756,179.892,8.05,1.689380143
sP02,2024/07/29 11:15,113.85042,22.193664,1.8,27.345,27.724,45.106,42892.925,1017.149,17.141,2.26,2.26,2.03,85.22,5.763,180.118,8.06,1.788755012
sP02,2024/07/29 11:15,113.85042,22.193664,1.9,27.307,27.786,45.164,42982.411,1017.207,17.199,2.21,2.21,2,85.03,5.753,179.777,8.05,1.888129832
sP02,2024/07/29 11:15,113.85042,22.193664,2,27.286,27.81,45.181,43016.845,1017.232,17.224,2.28,2.28,1.9,83.83,5.671,177.242,8.04,1.987504605
sP02,2024/07/29 11:15,113.85042,22.193664,2.1,27.294,27.791,45.159,42989.458,1017.216,17.207,2.3,2.3,1.87,83.79,5.669,177.171,8.02,2.086879329
sP02,2024/07/29 11:15,113.85042,22.193664,2.2,27.256,27.845,45.205,43068.005,1017.269,17.259,2.01,2.01,2.09,83.32,5.64,176.25,8.08,2.186254004
sP02,2024/07/29 11:15,113.85042,22.193664,2.3,27.259,27.86,45.229,43088.312,1017.28,17.27,2.65,2.65,1.93,82.8,5.603,175.119,8.05,2.285628632
sP02,2024/07/29 11:15,113.85042,22.193664,2.4,27.257,27.857,45.224,43085.208,1017.279,17.268,2.04,2.04,2.17,82.74,5.6,175.019,8.05,2.385003211
sP02,2024/07/29 11:15,113.85042,22.193664,2.5,27.253,27.866,45.234,43097.833,1017.287,17.276,2.44,2.44,2.06,82.53,5.585,174.556,8.07,2.484377742
sP02,2024/07/29 11:15,113.85042,22.193664,2.6,27.244,27.876,45.241,43112.577,1017.298,17.287,2.14,2.14,2,82.45,5.581,174.422,8.06,2.583752225
sP02,2024/07/29 11:15,113.85042,22.193664,2.7,27.238,27.875,45.234,43111.699,1017.299,17.288,2.86,2.86,2.66,82.26,5.568,174.023,8.06,2.68312666
sP02,2024/07/29 11:15,113.85042,22.193664,2.8,27.233,27.886,45.245,43127.002,1017.31,17.297,2.27,2.27,1.96,82.18,5.563,173.857,8.05,2.782501046
sP02,2024/07/29 11:15,113.85042,22.193664,2.9,27.225,27.905,45.267,43154.484,1017.327,17.314,2.35,2.35,2.67,81.78,5.536,173.012,8.05,2.881875385
sP02,2024/07/29 11:15,113.85042,22.193664,3,27.218,27.912,45.27,43163.523,1017.334,17.321,2.52,2.52,2.05,81.75,5.534,172.951,8.06,2.981249675
sP02,2024/07/29 11:15,113.85042,22.193664,3.1,27.233,27.876,45.232,43113.569,1017.303,17.29,2.22,2.22,2.2,82,5.551,173.471,8.05,3.080623916
sP02,2024/07/29 11:15,113.85042,22.193664,3.2,27.21,27.917,45.271,43172.464,1017.342,17.328,2.19,2.19,2.33,81.74,5.534,172.94,8.05,3.17999811
sP02,2024/07/29 11:15,113.85042,22.193664,3.3,27.205,27.927,45.281,43186.006,1017.351,17.337,2.56,2.56,2.24,81.32,5.506,172.07,8.05,3.279372255
sP02,2024/07/29 11:15,113.85042,22.193664,3.4,27.212,27.914,45.268,43167.516,1017.34,17.325,2.25,2.25,2.18,81.25,5.501,171.928,8.06,3.378746353
sP02,2024/07/29 11:15,113.85042,22.193664,3.5,27.197,27.934,45.284,43196.383,1017.36,17.344,2.61,2.61,2.12,81.18,5.496,171.758,8.06,3.478120402
sP02,2024/07/29 11:15,113.85042,22.193664,3.6,27.204,27.919,45.269,43175.232,1017.347,17.331,2.81,2.81,2.3,81.17,5.496,171.757,8.05,3.577494402
sP02,2024/07/29 11:15,113.85042,22.193664,3.7,27.21,27.919,45.274,43175.048,1017.345,17.329,2.58,2.58,2.4,81.06,5.488,171.514,8.06,3.676868355
sP02,2024/07/29 11:15,113.85042,22.193664,3.8,27.2,27.928,45.277,43187.608,1017.355,17.339,3.24,3.24,2.58,81.04,5.487,171.49,8.06,3.776242259
sP02,2024/07/29 11:15,113.85042,22.193664,3.9,27.194,27.937,45.286,43200.935,1017.365,17.348,2.31,2.31,2.42,81.09,5.49,171.585,8.06,3.875616115
sP02,2024/07/29 11:15,113.85042,22.193664,4,27.192,27.94,45.288,43205.242,1017.368,17.351,2.58,2.58,2.33,80.98,5.483,171.353,8.06,3.974989923
sP02,2024/07/29 11:15,113.85042,22.193664,4.1,27.194,27.943,45.294,43208.814,1017.37,17.352,2.47,2.47,2.57,80.91,5.479,171.232,8.06,4.074363683
sP02,2024/07/29 11:15,113.85042,22.193664,4.2,27.19,27.947,45.298,43215.631,1017.375,17.357,2.43,2.43,2.45,80.88,5.477,171.166,8.06,4.173737394
sP02,2024/07/29 11:15,113.85042,22.193664,4.3,27.19,27.948,45.298,43216.449,1017.376,17.357,2.69,2.69,2.08,80.72,5.467,170.845,8.04,4.273111058
sP02,2024/07/29 11:15,113.85042,22.193664,4.4,27.186,27.951,45.3,43221.476,1017.38,17.361,2.33,2.33,2.18,80.66,5.462,170.699,8.06,4.372484673
sP02,2024/07/29 11:15,113.85042,22.193664,4.5,27.188,27.944,45.291,43211.053,1017.374,17.355,2.67,2.67,2.24,80.54,5.454,170.459,8.05,4.47185824
sP02,2024/07/29 11:15,113.85042,22.193664,4.6,27.189,27.945,45.294,43212.785,1017.375,17.355,2.1,2.1,2.17,80.58,5.457,170.544,8.06,4.571231758
sP02,2024/07/29 11:15,113.85042,22.193664,4.7,27.195,27.943,45.296,43208.926,1017.372,17.352,2.54,2.54,2.26,80.57,5.455,170.48,8.05,4.670605229
sP02,2024/07/29 11:15,113.85042,22.193664,4.8,27.191,27.945,45.296,43212.75,1017.376,17.355,2.09,2.09,2.11,80.52,5.452,170.392,8.06,4.769978651
sP02,2024/07/29 11:15,113.85042,22.193664,4.9,27.188,27.946,45.294,43213.943,1017.377,17.356,2.14,2.14,2.29,80.59,5.457,170.552,8.05,4.869352025
sP02,2024/07/29 11:15,113.85042,22.193664,5,27.185,27.949,45.296,43218.621,1017.381,17.359,2.89,2.89,2.48,80.55,5.455,170.466,8.05,4.968725351
sP02,2024/07/29 11:15,113.85042,22.193664,5.1,27.186,27.95,45.299,43219.593,1017.382,17.36,2.65,2.65,2.33,80.52,5.452,170.383,8.05,5.068098628
sP02,2024/07/29 11:15,113.85042,22.193664,5.2,27.209,27.905,45.253,43155.849,1017.342,17.319,2.59,2.59,2.26,80.39,5.443,170.113,8.06,5.167471858
sP02,2024/07/29 11:15,113.85042,22.193664,5.3,27.233,27.872,45.226,43108.176,1017.31,17.287,2.15,2.15,2,80.68,5.462,170.684,8.06,5.266845039
sP02,2024/07/29 11:15,113.85042,22.193664,5.4,27.231,27.884,45.241,43124.823,1017.32,17.296,2.53,2.53,2.91,81.11,5.49,171.588,8.08,5.366218172
sP02,2024/07/29 11:15,113.85042,22.193664,5.5,27.187,27.939,45.283,43204.635,1017.375,17.351,2.32,2.32,2.39,81.2,5.497,171.794,8.08,5.465591256
sP02,2024/07/29 11:15,113.85042,22.193664,5.6,27.181,27.955,45.302,43227.821,1017.39,17.365,2.9,2.9,2.46,80.92,5.481,171.288,8.05,5.564964293
sP02,2024/07/29 11:15,113.85042,22.193664,5.7,27.175,27.972,45.321,43252.163,1017.405,17.38,2.39,2.39,2.45,80.23,5.433,169.803,8.05,5.664337281
sP02,2024/07/29 11:15,113.85042,22.193664,5.8,27.171,27.975,45.323,43256.732,1017.409,17.384,2.43,2.43,2.72,80.14,5.428,169.628,8.06,5.763710221
sP02,2024/07/29 11:15,113.85042,22.193664,5.9,27.169,27.976,45.321,43257.05,1017.41,17.384,2.84,2.84,2.36,80.05,5.422,169.435,8.05,5.863083113
sP02,2024/07/29 11:15,113.85042,22.193664,6,27.172,27.973,45.32,43252.809,1017.407,17.381,2.36,2.36,2.55,80.06,5.422,169.456,8.06,5.962455957
sP02,2024/07/29 11:15,113.85042,22.193664,6.1,27.172,27.971,45.318,43250.788,1017.406,17.38,2.32,2.32,2.29,80.13,5.427,169.611,8.06,6.061828752
sP02,2024/07/29 11:15,113.85042,22.193664,6.2,27.169,27.972,45.317,43252.894,1017.409,17.382,2.79,2.79,2.39,80.1,5.425,169.549,8.05,6.1612015
sP02,2024/07/29 11:15,113.85042,22.193664,6.3,27.169,27.972,45.315,43251.759,1017.409,17.382,2.62,2.62,2.3,80.03,5.421,169.412,8.06,6.260574199
sP02,2024/07/29 11:15,113.85042,22.193664,6.4,27.163,27.974,45.314,43255.204,1017.413,17.385,2.52,2.52,2.09,79.92,5.413,169.173,8.06,6.359946849
sP02,2024/07/29 11:15,113.85042,22.193664,6.5,27.164,27.973,45.314,43254.67,1017.413,17.384,3.07,3.07,2.24,79.73,5.4,168.772,8.05,6.459319452
sP02,2024/07/29 11:15,113.85042,22.193664,6.6,27.164,27.975,45.316,43256.691,1017.414,17.385,2.23,2.23,2.42,79.57,5.391,168.473,8.06,6.558692007
sP02,2024/07/29 11:15,113.85042,22.193664,6.7,27.159,27.98,45.319,43264.488,1017.42,17.391,2.54,2.54,2.2,79.6,5.393,168.528,8.05,6.658064513
sP02,2024/07/29 11:15,113.85042,22.193664,6.8,27.156,27.988,45.328,43275.387,1017.427,17.398,2.63,2.63,2.3,79.44,5.382,168.188,8.06,6.757436971
sP02,2024/07/29 11:15,113.85042,22.193664,6.9,27.171,27.977,45.325,43259.264,1017.415,17.385,2.36,2.36,2.03,79.65,5.395,168.605,8.06,6.856809381
sP02,2024/07/29 11:15,113.85042,22.193664,7,27.173,27.976,45.326,43258.102,1017.414,17.384,2.43,2.43,2.03,79.87,5.41,169.067,8.05,6.956181742
sP02,2024/07/29 11:15,113.85042,22.193664,7.1,27.146,28.006,45.346,43301.437,1017.445,17.414,2.69,2.69,2.55,79.64,5.395,168.617,8.06,7.055554055
sP02,2024/07/29 11:15,113.85042,22.193664,7.2,27.145,28.008,45.348,43304.971,1017.448,17.417,2.4,2.4,2.12,79.45,5.383,168.234,8.05,7.154926321
sP02,2024/07/29 11:15,113.85042,22.193664,7.3,27.141,28.013,45.352,43312.127,1017.453,17.422,2.51,2.51,2.67,79.27,5.371,167.849,8.06,7.254298538
sP02,2024/07/29 11:15,113.85042,22.193664,7.4,27.14,28.017,45.357,43318.019,1017.457,17.425,1.77,1.77,2.42,79.31,5.374,167.937,8.05,7.353670706
sP02,2024/07/29 11:15,113.85042,22.193664,7.5,27.158,27.991,45.334,43279.403,1017.432,17.399,2.68,2.68,2.6,79.47,5.383,168.229,8.06,7.453042827
sP02,2024/07/29 11:15,113.85042,22.193664,7.6,27.145,28.003,45.341,43297.905,1017.446,17.413,2.76,2.76,2.58,79.42,5.38,168.149,8.06,7.552414899
sP02,2024/07/29 11:15,113.85042,22.193664,7.7,27.139,28.01,45.347,43308.543,1017.453,17.42,2.54,2.54,3.28,79.39,5.378,168.085,8.08,7.651786923
sP03,2024/07/29 11:37,113.8421,22.197571,0,27.166,0.044,0.085,80.663,996.502,-3.498,-0.07,-0.07,0.42,97.32,7.712,241.006,8.14,0
sP03,2024/07/29 11:37,113.8421,22.197571,0.1,28.465,16.014,28.044,26057.053,1008.043,8.042,1.41,1.41,2.24,96.77,6.86,214.378,8.04,0.099375688
sP03,2024/07/29 11:37,113.8421,22.197571,0.2,28.557,16.038,28.131,26089.337,1008.033,8.032,1,1,2.09,94.77,6.707,209.597,8.07,0.198751328
sP03,2024/07/29 11:37,113.8421,22.197571,0.3,28.561,16.075,28.192,26144.11,1008.06,8.058,1.1,1.1,1.77,93.25,6.597,206.173,8.05,0.29812692
sP03,2024/07/29 11:37,113.8421,22.197571,0.4,28.561,16.194,28.383,26320.655,1008.149,8.147,1.25,1.25,2.14,89.48,6.324,197.652,8.05,0.397502464
sP03,2024/07/29 11:37,113.8421,22.197571,0.5,28.537,16.463,28.799,26719.867,1008.357,8.355,1.09,1.09,2.2,89.23,6.299,196.853,8.05,0.496877959
sP03,2024/07/29 11:37,113.8421,22.197571,0.6,28.52,16.589,28.99,26906.36,1008.457,8.454,0.97,0.97,2.27,89.13,6.289,196.549,8.05,0.596253407
sP03,2024/07/29 11:37,113.8421,22.197571,0.7,28.52,16.67,29.119,27026.43,1008.518,8.514,1.09,1.09,2.9,88.91,6.272,195.998,8.05,0.695628805
sP03,2024/07/29 11:37,113.8421,22.197571,0.8,28.414,18.77,32.372,30110.091,1010.116,10.113,0.95,0.95,4.56,88.72,6.196,193.65,8.04,0.795004156
sP03,2024/07/29 11:37,113.8421,22.197571,0.9,28.275,18.871,32.444,30263.127,1010.235,10.231,0.89,0.89,4.56,88.24,6.173,192.913,8.05,0.894379459
sP03,2024/07/29 11:37,113.8421,22.197571,1,28.247,18.92,32.502,30335.623,1010.281,10.276,0.94,0.94,4.23,85.83,6.008,187.768,8.05,0.993754713
sP03,2024/07/29 11:37,113.8421,22.197571,1.1,28.218,19.415,33.256,31056.932,1010.66,10.655,1.09,1.09,5.02,85.22,5.949,185.93,8.05,1.093129919
sP03,2024/07/29 11:37,113.8421,22.197571,1.2,28.174,19.603,33.518,31330.659,1010.814,10.808,0.91,0.91,5.65,84.63,5.906,184.575,8.05,1.192505077
sP03,2024/07/29 11:37,113.8421,22.197571,1.3,28.139,19.937,34.014,31816.462,1011.074,11.068,0.9,0.9,5.81,83.54,5.82,181.883,8.05,1.291880187
sP03,2024/07/29 11:37,113.8421,22.197571,1.4,28.127,19.963,34.045,31854.258,1011.098,11.092,1,1,6.41,81.33,5.671,177.223,8.04,1.391255248
sP03,2024/07/29 11:37,113.8421,22.197571,1.5,28.06,20.645,35.054,32842.977,1011.628,11.622,0.89,0.89,7.03,81.03,5.634,176.078,8.05,1.490630262
sP03,2024/07/29 11:37,113.8421,22.197571,1.6,28.029,20.81,35.287,33082.199,1011.762,11.755,0.9,0.9,9.03,80.57,5.6,175.003,8.06,1.590005227
sP03,2024/07/29 11:37,113.8421,22.197571,1.7,27.992,21.137,35.762,33554.028,1012.018,12.01,0.84,0.84,8.88,80.27,5.572,174.122,8.02,1.689380143
sP03,2024/07/29 11:37,113.8421,22.197571,1.8,27.968,21.273,35.954,33750.142,1012.127,12.119,0.82,0.82,8.97,79.82,5.539,173.09,8.04,1.788755012
