location,time,longitude,latitude,pressure_dbar,temperature,salinity_permil,conductivity_mS_cm,EC_uS_cm,density_kg_m3,sigmaT,chl.flu_ppb,chl.a_ppb,turbidity_FTU,DO_perc,DO_mg_L,DO_umol_L,battery_V,depth
sP05,2024/07/29 12:43,113.84201,22.23811,2.2,28.592,18.152,31.508,29200.813,1009.606,9.597,1.17,1.17,1.17,87.24,6.096,190.522,8.03,2.186254004
sP05,2024/07/29 12:43,113.84201,22.23811,2.3,28.589,18.168,31.532,29224.567,1009.62,9.61,1.3,1.3,1.28,87.19,6.093,190.409,8.02,2.285628632
sP05,2024/07/29 12:43,113.84201,22.23811,2.4,28.491,18.521,32.028,29743.795,1009.914,9.903,1.01,1.01,1.04,87.15,6.094,190.458,8.03,2.385003211
sP05,2024/07/29 12:43,113.84201,22.23811,2.5,28.492,18.593,32.142,29848.83,1009.967,9.956,1.02,1.02,1.13,85.88,6,187.523,8.04,2.484377742
sP05,2024/07/29 12:43,113.84201,22.23811,2.6,28.324,19.307,33.154,30894.631,1010.552,10.541,1.12,1.12,1.63,85.45,5.963,186.352,8.03,2.583752225
sP05,2024/07/29 12:43,113.84201,22.23811,2.7,28.272,19.573,33.535,31282.765,1010.767,10.755,1.16,1.16,0.98,85.06,5.929,185.307,8.02,2.68312666
sP05,2024/07/29 12:43,113.84201,22.23811,2.8,28.251,19.661,33.659,31412.256,1010.84,10.828,1.08,1.08,0.9,84.36,5.879,183.727,8.05,2.782501046
sP05,2024/07/29 12:43,113.84201,22.23811,2.9,28.25,19.798,33.871,31610.71,1010.943,10.931,1.13,1.13,0.99,83.71,5.829,182.176,8.03,2.881875385
sP05,2024/07/29 12:43,113.84201,22.23811,3,28.251,19.84,33.936,31670.714,1010.974,10.961,1.08,1.08,0.96,83.55,5.817,181.792,8.04,2.981249675
sP05,2024/07/29 12:43,113.84201,22.23811,3.1,28.252,19.878,33.996,31726.363,1011.003,10.99,1.11,1.11,0.96,83.42,5.806,181.458,8.03,3.080623916
sP05,2024/07/29 12:43,113.84201,22.23811,3.2,28.251,20.02,34.215,31931.272,1011.11,11.096,1.03,1.03,0.96,83.2,5.786,180.828,8.03,3.17999811
sP05,2024/07/29 12:43,113.84201,22.23811,3.3,28.255,20.141,34.405,32105.55,1011.199,11.184,1.12,1.12,0.93,83.12,5.776,180.527,8.04,3.279372255
sP05,2024/07/29 12:43,113.84201,22.23811,3.4,28.257,20.19,34.483,32176.949,1011.236,11.221,1.23,1.23,1.28,83.09,5.773,180.403,8.03,3.378746353
sP05,2024/07/29 12:43,113.84201,22.23811,3.5,28.259,20.211,34.517,32207.651,1011.251,11.236,1.04,1.04,1.14,83.08,5.771,180.358,8.04,3.478120402
sP05,2024/07/29 12:43,113.84201,22.23811,3.6,28.259,20.237,34.557,32245.148,1011.271,11.255,1.07,1.07,1.04,82.98,5.763,180.102,8.04,3.577494402
sP05,2024/07/29 12:43,113.84201,22.23811,3.7,28.26,20.346,34.725,32401.145,1011.352,11.336,1.08,1.08,0.88,82.96,5.759,179.966,8.04,3.676868355
sP05,2024/07/29 12:43,113.84201,22.23811,3.8,28.258,20.406,34.817,32488.437,1011.398,11.382,1.01,1.01,0.93,82.78,5.745,179.528,8.03,3.776242259
sP05,2024/07/29 12:43,113.84201,22.23811,3.9,28.255,20.434,34.859,32529.633,1011.421,11.404,0.98,0.98,1.17,82.71,5.739,179.365,8.03,3.875616115
sP05,2024/07/29 12:43,113.84201,22.23811,4,28.226,20.578,35.062,32738.569,1011.538,11.52,1.02,1.02,1.16,82.57,5.728,179.012,8.03,3.974989923
sP05,2024/07/29 12:43,113.84201,22.23811,4.1,28.175,20.765,35.317,33010.535,1011.693,11.676,0.99,0.99,1.22,81.79,5.673,177.278,8.03,4.074363683
sP05,2024/07/29 12:43,113.84201,22.23811,4.2,28.153,20.859,35.446,33146.841,1011.771,11.753,0.94,0.94,1.13,81.51,5.652,176.631,8.03,4.173737394
sP05,2024/07/29 12:43,113.84201,22.23811,4.3,28.131,20.921,35.527,33236.839,1011.824,11.805,0.94,0.94,1.11,81.39,5.644,176.395,8.04,4.273111058
sP05,2024/07/29 12:43,113.84201,22.23811,4.4,28.105,21.025,35.669,33388.273,1011.911,11.892,1.37,1.37,1.25,80.9,5.608,175.274,8.03,4.372484673
sP05,2024/07/29 12:43,113.84201,22.23811,4.5,28.088,21.054,35.702,33430.779,1011.938,11.919,0.98,0.98,1.11,80.58,5.587,174.612,8.03,4.47185824
sP05,2024/07/29 12:43,113.84201,22.23811,4.6,28.081,21.065,35.714,33446.971,1011.949,11.929,1.17,1.17,1.29,80.4,5.575,174.226,8.04,4.571231758
sP05,2024/07/29 12:43,113.84201,22.23811,4.7,28.076,21.077,35.729,33463.738,1011.959,11.939,1.07,1.07,1.16,80.28,5.567,173.972,8.04,4.670605229
sP05,2024/07/29 12:43,113.84201,22.23811,4.8,28.063,21.144,35.823,33561.371,1012.014,11.994,1.05,1.05,1.29,80.16,5.557,173.669,8.03,4.769978651
sP05,2024/07/29 12:43,113.84201,22.23811,4.9,28.023,21.345,36.102,33851.314,1012.177,12.156,0.94,0.94,1.23,79.65,5.519,172.479,8.04,4.869352025
sP05,2024/07/29 12:43,113.84201,22.23811,5,27.999,21.509,36.338,34088.595,1012.308,12.286,0.92,0.92,1.32,78.96,5.469,170.93,8.04,4.968725351
sP05,2024/07/29 12:43,113.84201,22.23811,5.1,27.977,21.703,36.618,34367.308,1012.46,12.437,0.86,0.86,1.53,78.85,5.457,170.545,8.03,5.068098628
sP05,2024/07/29 12:43,113.84201,22.23811,5.2,27.843,22.587,37.867,35638.075,1013.162,13.14,0.88,0.88,2.3,78.43,5.412,169.148,8.03,5.167471858
sP05,2024/07/29 12:43,113.84201,22.23811,5.3,27.793,22.833,38.202,35991.173,1013.362,13.339,0.74,0.74,2.43,76.86,5.302,165.703,8.04,5.266845039
sP05,2024/07/29 12:43,113.84201,22.23811,5.4,27.716,23.181,38.67,36490.422,1013.647,13.623,0.73,0.73,2.63,72.23,4.979,155.614,8.03,5.366218172
sP05,2024/07/29 12:43,113.84201,22.23811,5.5,27.683,23.339,38.885,36717.376,1013.776,13.752,0.78,0.78,2.79,69.28,4.775,149.232,8.04,5.465591256
sP05,2024/07/29 12:43,113.84201,22.23811,5.6,27.665,23.451,39.04,36877.781,1013.866,13.841,0.7,0.7,2.78,68.73,4.735,147.986,8.04,5.564964293
sP05,2024/07/29 12:43,113.84201,22.23811,5.7,27.65,23.508,39.114,36959.05,1013.913,13.888,0.77,0.77,3.82,68.55,4.723,147.59,8.04,5.664337281
sP05,2024/07/29 12:43,113.84201,22.23811,5.8,27.64,23.562,39.187,37036.406,1013.957,13.932,0.76,0.76,5.04,68.05,4.687,146.487,8.02,5.763710221
sP05,2024/07/29 12:43,113.84201,22.23811,5.9,27.638,23.59,39.228,37076.058,1013.979,13.953,0.73,0.73,3.92,67.8,4.67,145.956,8.03,5.863083113
sP05,2024/07/29 12:43,113.84201,22.23811,6,27.635,23.593,39.23,37080.03,1013.982,13.956,0.75,0.75,4.4,67.44,4.645,145.166,8.04,5.962455957
sP05,2024/07/29 12:43,113.84201,22.23811,6.1,27.632,23.611,39.256,37107.118,1013.998,13.971,0.68,0.68,5.66,67.17,4.626,144.578,8.04,6.061828752
sP05,2024/07/29 12:43,113.84201,22.23811,6.2,27.628,23.635,39.288,37140.131,1014.017,13.99,0.66,0.66,5.31,66.14,4.555,142.343,8.04,6.1612015
sP05,2024/07/29 12:43,113.84201,22.23811,6.3,27.628,23.641,39.298,37149.895,1014.022,13.995,0.63,0.63,5.92,66.12,4.554,142.313,8.04,6.260574199
sP05,2024/07/29 12:43,113.84201,22.23811,6.4,27.627,23.648,39.306,37159.214,1014.028,14,0.8,0.8,5.99,66.05,4.549,142.153,8.04,6.359946849
sP05,2024/07/29 12:43,113.84201,22.23811,6.5,27.626,23.658,39.321,37173.394,1014.036,14.008,0.69,0.69,6.57,65.99,4.544,142.009,8.02,6.459319452
sP05,2024/07/29 12:43,113.84201,22.23811,6.6,27.624,23.658,39.321,37174.375,1014.038,14.009,0.98,0.98,5.69,65.9,4.538,141.822,8.04,6.558692007
sP05,2024/07/29 12:43,113.84201,22.23811,6.7,27.621,23.674,39.341,37196.059,1014.05,14.021,0.69,0.69,6.62,65.82,4.533,141.666,8.02,6.658064513
sP05,2024/07/29 12:43,113.84201,22.23811,6.8,27.619,23.683,39.354,37210.001,1014.059,14.029,0.66,0.66,6.69,65.65,4.521,141.283,8.04,6.757436971
sP05,2024/07/29 12:43,113.84201,22.23811,6.9,27.618,23.688,39.36,37216.389,1014.063,14.033,0.62,0.62,7.56,65.58,4.516,141.124,8.05,6.856809381
sP05,2024/07/29 12:43,113.84201,22.23811,7,27.615,23.701,39.378,37235.393,1014.074,14.043,0.74,0.74,8.36,65.51,4.511,140.977,8.04,6.956181742
sP05,2024/07/29 12:43,113.84201,22.23811,7.1,27.613,23.707,39.385,37243.916,1014.079,14.049,0.66,0.66,8.5,65.36,4.501,140.669,8.04,7.055554055
sP05,2024/07/29 12:43,113.84201,22.23811,7.2,27.611,23.708,39.386,37246.167,1014.082,14.05,0.67,0.67,7.9,65.36,4.501,140.668,8.03,7.154926321
sP05,2024/07/29 12:43,113.84201,22.23811,7.3,27.611,23.717,39.399,37258.485,1014.089,14.057,0.66,0.66,7.93,65.3,4.497,140.538,8.05,7.254298538
sP05,2024/07/29 12:43,113.84201,22.23811,7.4,27.608,23.727,39.411,37272.761,1014.097,14.065,0.72,0.72,8.7,65.17,4.488,140.244,8.04,7.353670706
sP05,2024/07/29 12:43,113.84201,22.23811,7.5,27.608,23.722,39.404,37265.235,1014.094,14.061,0.73,0.73,8.91,65.09,4.482,140.074,8.04,7.453042827
sP05,2024/07/29 12:43,113.84201,22.23811,7.6,27.607,23.73,39.415,37276.504,1014.1,14.067,0.73,0.73,7.9,65.12,4.484,140.132,8.02,7.552414899
sP05,2024/07/29 12:43,113.84201,22.23811,7.7,27.606,23.739,39.428,37290,1014.108,14.075,0.85,0.85,8.91,65.09,4.482,140.07,8.02,7.651786923
sP05,2024/07/29 12:43,113.84201,22.23811,7.8,27.605,23.738,39.426,37288.699,1014.108,14.074,1.01,1.01,8.21,65.12,4.484,140.131,8.05,7.751158899
sP05,2024/07/29 12:43,113.84201,22.23811,7.9,27.605,23.74,39.429,37291.693,1014.11,14.076,0.68,0.68,9.12,65.04,4.479,139.964,8.04,7.850530827
sP05,2024/07/29 12:43,113.84201,22.23811,8,27.604,23.741,39.429,37293.121,1014.112,14.077,0.65,0.65,10.02,65.04,4.479,139.971,8.05,7.949902707
sP05,2024/07/29 12:43,113.84201,22.23811,8.1,27.603,23.742,39.43,37293.988,1014.113,14.078,0.7,0.7,10.17,64.99,4.475,139.859,8.05,8.049274538
sP05,2024/07/29 12:43,113.84201,22.23811,8.2,27.604,23.742,39.43,37293.951,1014.113,14.077,0.7,0.7,14.12,64.84,4.465,139.536,8.04,8.148646321
sP05,2024/07/29 12:43,113.84201,22.23811,8.3,27.602,23.741,39.428,37293.027,1014.113,14.077,0.75,0.75,45.07,64.82,4.463,139.485,8.03,8.248018056
sP05,2024/07/29 12:43,113.84201,22.23811,8.4,27.591,23.79,39.494,37364.004,1014.154,14.118,1.33,1.33,330.31,64.44,4.436,138.647,8.04,8.347389743
sP06,2024/07/29 12:51,113.84382,22.242711,0,28.652,14.715,26.053,24115.394,1007.017,7.017,1.37,1.37,3.31,97.72,6.958,217.448,8.13,0
sP06,2024/07/29 12:51,113.84382,22.242711,0.1,28.672,14.692,26.026,24080.796,1006.995,6.994,1.26,1.26,1.65,95.81,6.818,213.063,8.11,0.099375688
sP06,2024/07/29 12:51,113.84382,22.242711,0.2,28.672,14.685,26.015,24070.524,1006.99,6.989,1.29,1.29,1.62,94.57,6.729,210.301,8.09,0.198751328
sP06,2024/07/29 12:51,113.84382,22.242711,0.3,28.672,14.67,25.991,24048.549,1006.98,6.978,1.3,1.3,1.83,94.03,6.692,209.126,8.08,0.29812692
sP06,2024/07/29 12:51,113.84382,22.242711,0.4,28.674,14.73,26.089,24137.635,1007.024,7.022,1.27,1.27,1.53,93.9,6.679,208.732,8.07,0.397502464
sP06,2024/07/29 12:51,113.84382,22.242711,0.5,28.681,14.738,26.104,24148.763,1007.028,7.025,1.3,1.3,1.53,93.75,6.667,208.372,8.07,0.496877959
sP06,2024/07/29 12:51,113.84382,22.242711,0.6,28.678,14.741,26.109,24154.667,1007.032,7.029,1.43,1.43,1.53,93.56,6.653,207.923,8.03,0.596253407
sP06,2024/07/29 12:51,113.84382,22.242711,0.7,28.685,14.731,26.096,24139.144,1007.022,7.019,1.26,1.26,1.51,93.45,6.645,207.683,8.03,0.695628805
sP06,2024/07/29 12:51,113.84382,22.242711,0.8,28.698,14.779,26.18,24210.388,1007.054,7.051,1.28,1.28,1.51,93.42,6.64,207.524,8.03,0.795004156
sP06,2024/07/29 12:51,113.84382,22.242711,0.9,28.703,14.907,26.389,24401.46,1007.149,7.145,1.24,1.24,1.54,93.31,6.628,207.145,8.03,0.894379459
sP06,2024/07/29 12:51,113.84382,22.242711,1,28.706,15.171,26.818,24796.109,1007.345,7.341,1.19,1.19,1.54,93.19,6.609,206.536,8.03,0.993754713
sP06,2024/07/29 12:51,113.84382,22.242711,1.1,28.701,15.491,27.33,25272.185,1007.585,7.58,1.23,1.23,1.45,92.77,6.567,205.232,8.03,1.093129919
sP06,2024/07/29 12:51,113.84382,22.242711,1.2,28.704,15.637,27.567,25490.126,1007.694,7.689,1.23,1.23,1.54,92.87,6.57,205.312,8.03,1.192505077
sP06,2024/07/29 12:51,113.84382,22.242711,1.3,28.703,15.961,28.087,25970.806,1007.936,7.93,1.2,1.2,1.62,92.7,6.544,204.526,8.03,1.291880187
sP06,2024/07/29 12:51,113.84382,22.242711,1.4,28.712,17.082,29.882,27626.04,1008.768,8.762,1.23,1.23,1.5,92.23,6.47,202.205,8.02,1.391255248
sP06,2024/07/29 12:51,113.84382,22.242711,1.5,28.71,17.707,30.873,28543.342,1009.234,9.228,1.16,1.16,1.77,91.33,6.386,199.566,8.03,1.490630262
sP06,2024/07/29 12:51,113.84382,22.242711,1.6,28.568,18.102,31.414,29127.702,1009.573,9.566,1.08,1.08,1.56,87.55,6.121,191.304,8.02,1.590005227
sP06,2024/07/29 12:51,113.84382,22.242711,1.7,28.544,18.283,31.686,29394.084,1009.717,9.709,1.33,1.33,1.96,87.14,6.089,190.292,8.04,1.689380143
sP06,2024/07/29 12:51,113.84382,22.242711,1.8,28.527,18.363,31.801,29511.746,1009.782,9.774,1.15,1.15,1.11,86.6,6.05,189.076,8.03,1.788755012
sP06,2024/07/29 12:51,113.84382,22.242711,1.9,28.514,18.473,31.967,29672.931,1009.869,9.86,1.11,1.11,1.07,86.47,6.039,188.717,8.03,1.888129832
sP06,2024/07/29 12:51,113.84382,22.242711,2,28.489,18.563,32.092,29804.261,1009.944,9.935,1.07,1.07,1.28,86.29,6.026,188.32,8.05,1.987504605
sP06,2024/07/29 12:51,113.84382,22.242711,2.1,28.458,18.943,32.669,30359.801,1010.237,10.228,1.3,1.3,1.47,86.09,6.003,187.591,8.02,2.086879329
sP06,2024/07/29 12:51,113.84382,22.242711,2.2,28.425,18.989,32.721,30428.363,1010.282,10.273,1.06,1.06,1.23,85.58,5.969,186.541,8.04,2.186254004
sP06,2024/07/29 12:51,113.84382,22.242711,2.3,28.402,19.019,32.754,30472.843,1010.312,10.302,1.08,1.08,1.31,85.15,5.94,185.634,8.03,2.285628632
sP06,2024/07/29 12:51,113.84382,22.242711,2.4,28.389,19.134,32.925,30640.554,1010.402,10.392,1.08,1.08,1.07,85.15,5.938,185.56,8.03,2.385003211
sP06,2024/07/29 12:51,113.84382,22.242711,2.5,28.387,19.135,32.926,30642.742,1010.405,10.394,1.11,1.11,1.14,85.05,5.931,185.345,8.03,2.484377742
sP06,2024/07/29 12:51,113.84382,22.242711,2.6,28.386,19.101,32.871,30592.373,1010.379,10.368,1.21,1.21,1.08,85.1,5.936,185.501,8.03,2.583752225
sP06,2024/07/29 12:51,113.84382,22.242711,2.7,28.38,19.28,33.148,30853.439,1010.516,10.504,1.16,1.16,1.47,85.05,5.927,185.233,8.03,2.68312666
sP06,2024/07/29 12:51,113.84382,22.242711,2.8,28.376,19.459,33.424,31113.373,1010.651,10.638,1.16,1.16,1.01,84.99,5.917,184.922,8.04,2.782501046
sP06,2024/07/29 12:51,113.84382,22.242711,2.9,28.365,19.469,33.432,31127.586,1010.662,10.649,1.02,1.02,0.92,84.78,5.903,184.492,8.04,2.881875385
sP06,2024/07/29 12:51,113.84382,22.242711,3,28.359,19.497,33.472,31168.295,1010.685,10.671,1.02,1.02,0.92,84.74,5.9,184.378,8.03,2.981249675
sP06,2024/07/29 12:51,113.84382,22.242711,3.1,28.362,19.486,33.457,31153.12,1010.676,10.663,0.98,0.98,0.89,84.59,5.889,184.055,8.03,3.080623916
sP06,2024/07/29 12:51,113.84382,22.242711,3.2,28.36,19.491,33.463,31160.108,1010.681,10.667,1.01,1.01,0.93,84.62,5.892,184.142,8.03,3.17999811
sP06,2024/07/29 12:51,113.84382,22.242711,3.3,28.358,19.512,33.495,31190.743,1010.698,10.683,1.05,1.05,0.89,84.57,5.888,184,8.04,3.279372255
sP06,2024/07/29 12:51,113.84382,22.242711,3.4,28.358,19.507,33.487,31183.74,1010.695,10.68,1.05,1.05,0.88,84.55,5.887,183.991,8.04,3.378746353
sP06,2024/07/29 12:51,113.84382,22.242711,3.5,28.356,19.516,33.5,31196.601,1010.702,10.687,1.04,1.04,0.88,84.52,5.884,183.9,8.04,3.478120402
sP06,2024/07/29 12:51,113.84382,22.242711,3.6,28.357,19.516,33.501,31197.347,1010.703,10.687,1.13,1.13,0.83,84.54,5.886,183.945,8.03,3.577494402
sP06,2024/07/29 12:51,113.84382,22.242711,3.7,28.356,19.505,33.484,31181.334,1010.695,10.679,1.03,1.03,0.85,84.43,5.878,183.695,8.03,3.676868355
sP06,2024/07/29 12:51,113.84382,22.242711,3.8,28.356,19.51,33.491,31187.975,1010.699,10.682,1,1,0.96,84.49,5.883,183.844,8.03,3.776242259
sP06,2024/07/29 12:51,113.84382,22.242711,3.9,28.356,19.509,33.489,31186.824,1010.699,10.682,1.19,1.19,0.89,84.41,5.877,183.663,8.04,3.875616115
sP06,2024/07/29 12:51,113.84382,22.242711,4,28.357,19.488,33.458,31156.964,1010.684,10.666,1.13,1.13,0.93,84.51,5.885,183.91,8.02,3.974989923
sP06,2024/07/29 12:51,113.84382,22.242711,4.1,28.357,19.47,33.43,31130.615,1010.671,10.653,1.09,1.09,0.98,84.51,5.885,183.923,8.02,4.074363683
sP06,2024/07/29 12:51,113.84382,22.242711,4.2,28.357,19.495,33.467,31166.018,1010.689,10.671,1.05,1.05,1.05,84.66,5.895,184.217,8.03,4.173737394
sP06,2024/07/29 12:51,113.84382,22.242711,4.3,28.355,19.486,33.454,31154.08,1010.684,10.665,1.1,1.1,1.07,84.5,5.883,183.87,8.03,4.273111058
sP06,2024/07/29 12:51,113.84382,22.242711,4.4,28.356,19.49,33.46,31159.064,1010.687,10.667,1.05,1.05,1.17,84.61,5.891,184.102,8.04,4.372484673
sP06,2024/07/29 12:51,113.84382,22.242711,4.5,28.355,19.506,33.484,31182.782,1010.7,10.68,1.11,1.11,0.89,84.58,5.889,184.028,8.04,4.47185824
sP06,2024/07/29 12:51,113.84382,22.242711,4.6,28.356,19.488,33.457,31156.789,1010.686,10.666,1.01,1.01,0.9,84.52,5.886,183.937,8.03,4.571231758
sP06,2024/07/29 12:51,113.84382,22.242711,4.7,28.355,19.506,33.484,31182.542,1010.7,10.68,1.14,1.14,0.86,84.58,5.889,184.051,8.03,4.670605229
sP06,2024/07/29 12:51,113.84382,22.242711,4.8,28.356,19.479,33.442,31143.201,1010.68,10.659,1.1,1.1,0.98,84.57,5.889,184.039,8.03,4.769978651
sP06,2024/07/29 12:51,113.84382,22.242711,4.9,28.356,19.479,33.442,31142.801,1010.68,10.659,1.16,1.16,0.96,84.64,5.894,184.207,8.03,4.869352025
sP06,2024/07/29 12:51,113.84382,22.242711,5,28.357,19.482,33.448,31147.696,1010.683,10.661,1.1,1.1,0.93,84.44,5.88,183.764,8.02,4.968725351
sP06,2024/07/29 12:51,113.84382,22.242711,5.1,28.355,19.512,33.493,31190.98,1010.706,10.684,1.18,1.18,0.9,84.54,5.885,183.931,8.03,5.068098628
sP06,2024/07/29 12:51,113.84382,22.242711,5.2,28.356,19.528,33.52,31215.13,1010.719,10.696,1.04,1.04,0.86,84.71,5.897,184.3,8.03,5.167471858
sP06,2024/07/29 12:51,113.84382,22.242711,5.3,28.357,19.522,33.51,31205.434,1010.714,10.691,1.04,1.04,1.11,84.64,5.892,184.129,8.03,5.266845039
sP06,2024/07/29 12:51,113.84382,22.242711,5.4,28.357,19.514,33.498,31193.785,1010.708,10.685,1.11,1.11,0.88,84.64,5.892,184.144,8.03,5.366218172
sP06,2024/07/29 12:51,113.84382,22.242711,5.5,28.356,19.545,33.546,31239.295,1010.733,10.709,1.04,1.04,0.88,84.57,5.887,183.982,8.03,5.465591256
sP06,2024/07/29 12:51,113.84382,22.242711,5.6,28.356,19.52,33.507,31203.349,1010.715,10.69,1.05,1.05,0.89,84.5,5.882,183.84,8.03,5.564964293
sP06,2024/07/29 12:51,113.84382,22.242711,5.7,28.355,19.523,33.512,31207.998,1010.718,10.693,1.18,1.18,0.98,84.57,5.888,184.002,8.03,5.664337281
sP06,2024/07/29 12:51,113.84382,22.242711,5.8,28.342,19.661,33.717,31407.78,1010.825,10.799,0.98,0.98,1.04,84.51,5.88,183.772,8.03,5.763710221
sP06,2024/07/29 12:51,113.84382,22.242711,5.9,28.35,19.57,33.581,31275.828,1010.755,10.729,0.97,0.97,0.9,84.51,5.883,183.849,8.04,5.863083113
sP06,2024/07/29 12:51,113.84382,22.242711,6,28.34,19.63,33.668,31363.595,1010.803,10.777,1.06,1.06,1.31,84.39,5.873,183.534,8.04,5.962455957
sP06,2024/07/29 12:51,113.84382,22.242711,6.1,28.34,19.664,33.72,31412.198,1010.829,10.802,1.19,1.19,0.89,84.38,5.872,183.501,8.04,6.061828752
sP06,2024/07/29 12:51,113.84382,22.242711,6.2,28.328,19.577,33.577,31286.72,1010.768,10.741,1.15,1.15,0.92,84.29,5.869,183.421,8.03,6.1612015
sP06,2024/07/29 12:51,113.84382,22.242711,6.3,28.341,19.566,33.569,31270.469,1010.757,10.729,1,1,1.11,84.42,5.876,183.641,8.03,6.260574199
sP06,2024/07/29 12:51,113.84382,22.242711,6.4,28.344,19.589,33.608,31304.618,1010.774,10.746,1.02,1.02,0.95,84.5,5.882,183.813,8.03,6.359946849
sP06,2024/07/29 12:51,113.84382,22.242711,6.5,28.339,19.539,33.526,31231.942,1010.738,10.71,0.99,0.99,1.04,84.33,5.872,183.505,8.02,6.459319452
sP06,2024/07/29 12:51,113.84382,22.242711,6.6,28.341,19.586,33.6,31299.473,1010.773,10.744,1.03,1.03,0.92,84.25,5.865,183.284,8.04,6.558692007
sP06,2024/07/29 12:51,113.84382,22.242711,6.7,28.344,19.582,33.596,31294.395,1010.77,10.74,1.08,1.08,0.9,84.21,5.863,183.241,8.03,6.658064513
sP06,2024/07/29 12:51,113.84382,22.242711,6.8,28.34,19.681,33.748,31437.934,1010.845,10.815,0.98,0.98,1.26,84.3,5.866,183.319,8.03,6.757436971
sP06,2024/07/29 12:51,113.84382,22.242711,6.9,28.291,19.861,33.995,31700.259,1010.995,10.965,1,1,2.09,83.7,5.824,182.006,8.03,6.856809381
sP06,2024/07/29 12:51,113.84382,22.242711,7,28.23,20.071,34.282,32007.507,1011.171,11.141,0.95,0.95,2.15,82.82,5.761,180.049,8.03,6.956181742
sP06,2024/07/29 12:51,113.84382,22.242711,7.1,28.252,19.944,34.099,31822.482,1011.07,11.039,1.03,1.03,3.04,82.84,5.763,180.095,8.03,7.055554055
sP06,2024/07/29 12:51,113.84382,22.242711,7.2,28.265,19.913,34.059,31776.764,1011.043,11.011,0.94,0.94,1.34,83.01,5.775,180.484,8.03,7.154926321
sP06,2024/07/29 12:51,113.84382,22.242711,7.3,28.239,20.087,34.312,32029.947,1011.181,11.15,1.32,1.32,2,83.08,5.777,180.533,8.03,7.254298538
sP06,2024/07/29 12:51,113.84382,22.242711,7.4,28.202,20.051,34.233,31980.234,1011.167,11.134,0.99,0.99,2.49,82.91,5.769,180.306,8.03,7.353670706
sP06,2024/07/29 12:51,113.84382,22.242711,7.5,28.219,20.479,34.905,32596.778,1011.481,11.448,0.94,0.94,5.1,82.41,5.72,178.756,8.03,7.453042827
sP06,2024/07/29 12:51,113.84382,22.242711,7.6,28.094,20.542,34.92,32693.782,1011.567,11.534,0.9,0.9,4.83,79.66,5.538,173.058,8.03,7.552414899
sP06,2024/07/29 12:51,113.84382,22.242711,7.7,28.075,20.648,35.069,32847.215,1011.652,11.619,0.91,0.91,6.71,78.65,5.466,170.837,8.03,7.651786923
sP06,2024/07/29 12:51,113.84382,22.242711,7.8,28.071,20.672,35.104,32882.586,1011.672,11.638,0.87,0.87,8.48,78.31,5.442,170.074,8.02,7.751158899
sP06,2024/07/29 12:51,113.84382,22.242711,7.9,28.062,20.69,35.126,32908.973,1011.689,11.655,0.88,0.88,8.87,77.97,5.419,169.363,8.04,7.850530827
sP06,2024/07/29 12:51,113.84382,22.242711,8,28.055,20.691,35.122,32910.45,1011.692,11.657,1.58,1.58,397.91,77.48,5.385,168.303,8.04,7.949902707
sP07,2024/07/29 12:59,113.84658,22.24687,0,28.676,14.587,25.858,23923.038,1006.915,6.915,1.37,1.37,1.54,95.83,6.823,213.233,8.14,0
sP07,2024/07/29 12:59,113.84658,22.24687,0.1,28.671,14.579,25.843,23911.502,1006.911,6.91,1.33,1.33,1.56,94.74,6.746,210.812,8.1,0.099375688
sP07,2024/07/29 12:59,113.84658,22.24687,0.2,28.672,14.704,26.045,24098.197,1007.004,7.003,1.33,1.33,1.66,94.25,6.706,209.587,8.09,0.198751328
sP07,2024/07/29 12:59,113.84658,22.24687,0.3,28.677,14.947,26.441,24462.441,1007.184,7.183,1.43,1.43,1.63,94.26,6.697,209.281,8.09,0.29812692
sP07,2024/07/29 12:59,113.84658,22.24687,0.4,28.676,14.999,26.524,24539.565,1007.223,7.222,1.51,1.51,1.6,93.69,6.654,207.946,8.05,0.397502464
sP07,2024/07/29 12:59,113.84658,22.24687,0.5,28.673,14.994,26.515,24533.08,1007.221,7.219,1.52,1.52,1.78,93.24,6.622,206.942,8.06,0.496877959
sP07,2024/07/29 12:59,113.84658,22.24687,0.6,28.67,14.949,26.44,24464.824,1007.188,7.186,1.31,1.31,1.54,93.26,6.626,207.079,8.04,0.596253407
sP07,2024/07/29 12:59,113.84658,22.24687,0.7,28.676,15.016,26.552,24565.338,1007.237,7.234,1.38,1.38,1.5,93.21,6.619,206.858,8.04,0.695628805
sP07,2024/07/29 12:59,113.84658,22.24687,0.8,28.677,14.985,26.502,24518.301,1007.214,7.211,1.28,1.28,1.78,93.15,6.616,206.764,8.03,0.795004156
sP07,2024/07/29 12:59,113.84658,22.24687,0.9,28.679,15.2,26.851,24840.235,1007.375,7.371,1.3,1.3,1.71,93.15,6.607,206.489,8.03,0.894379459
sP07,2024/07/29 12:59,113.84658,22.24687,1,28.68,15.262,26.95,24931.644,1007.421,7.416,1.35,1.35,1.6,93,6.594,206.075,8.03,0.993754713
sP07,2024/07/29 12:59,113.84658,22.24687,1.1,28.681,15.204,26.858,24846.079,1007.378,7.373,1.35,1.35,1.84,92.86,6.587,205.86,8.02,1.093129919
